,sale_id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition_build,sqft_above,sqft_basement,yr_built,yr_renovated
1973,1973,2.0,1.5,1070,1200,2.0,0,0,3,1070,0,1999,0
1974,1974,5.0,4.0,4410,14380,2.0,0,0,3,4410,0,2006,0
1975,1975,3.0,3.25,1470,1235,2.0,0,0,3,1180,290,2008,0
1976,1976,3.0,2.5,2570,3600,2.5,0,0,3,2570,0,2007,0
1977,1977,2.0,2.25,1170,1011,2.0,0,0,3,1170,0,2009,0
1978,1978,5.0,3.5,2320,4960,2.0,0,0,5,1720,600,1926,0
1979,1979,4.0,3.0,2440,9600,2.0,0,0,5,2440,0,1961,0
1980,1980,4.0,2.5,4120,22370,2.0,0,0,3,4120,0,1997,0
1981,1981,2.0,1.75,1440,5680,1.0,0,0,4,1440,0,1978,2000
1982,1982,3.0,1.0,1340,11070,1.0,0,0,4,1340,0,1978,2000
1983,1983,6.0,3.75,3010,4360,2.0,0,0,3,2000,1010,2014,0
1984,1984,3.0,1.75,1840,8601,1.0,0,0,3,920,920,1905,2014
1985,1985,2.0,1.0,930,7550,1.0,0,0,3,930,0,1986,0
1986,1986,4.0,2.75,4070,115434,2.0,0,0,3,4070,0,2002,0
1987,1987,3.0,1.75,1820,9545,1.0,0,0,3,1230,590,1976,0
1988,1988,3.0,1.0,1280,8184,1.5,0,0,4,1280,0,1947,1988
1989,1989,2.0,1.0,900,4600,1.0,0,0,3,900,0,1951,1994
1990,1990,3.0,1.75,1980,13503,1.0,0,2,4,1320,660,1952,0
1991,1991,4.0,2.25,2010,7575,1.0,0,0,3,1220,790,1974,0
1992,1992,4.0,2.5,2750,4800,2.0,0,0,3,1960,790,1905,2005
1993,1993,4.0,2.0,3140,10875,1.0,0,1,3,1940,1200,1939,1969
1994,1994,5.0,2.25,4200,5800,2.5,0,0,4,2910,1290,1906,1990
1995,1995,3.0,1.75,1900,8540,1.0,0,0,3,950,950,1980,0
1996,1996,3.0,1.0,1830,3000,1.5,0,0,3,1430,400,1926,2003
1997,1997,5.0,2.75,3320,23760,2.0,0,0,4,2190,1130,1975,0
1998,1998,4.0,2.5,2700,10814,1.0,0,0,4,1560,1140,1966,0
1999,1999,3.0,1.0,1290,6566,1.0,0,0,5,1290,0,1976,0
2000,2000,3.0,1.75,1500,8173,1.0,0,0,3,1500,0,1997,0
2001,2001,4.0,2.75,3650,48351,1.5,0,0,4,3650,0,1978,2000
2002,2002,3.0,1.0,1270,6405,1.5,0,0,3,1270,0,1944,0
2003,2003,4.0,2.25,2630,39000,2.0,0,0,3,2630,0,1979,2014
2004,2004,2.0,1.5,1800,26615,1.0,0,0,5,1240,560,1987,0
2005,2005,3.0,1.0,1870,2807,1.5,0,0,4,1580,290,1927,0
2006,2006,4.0,2.5,2540,6365,2.0,0,0,3,1870,670,2000,0
2007,2007,4.0,2.5,1930,8660,1.0,0,0,3,1120,810,1981,2013
2008,2008,4.0,2.25,2770,13500,2.0,0,0,3,2770,0,1974,0
2009,2009,4.0,2.5,2220,5338,2.0,0,0,3,2220,0,2001,0
2010,2010,3.0,1.5,1650,9957,1.0,0,0,4,1100,550,1961,2001
2011,2011,4.0,2.5,3670,54450,2.0,0,0,3,3670,0,1999,0
2012,2012,4.0,2.5,3770,35081,2.0,0,0,3,3770,0,1989,0
2013,2013,3.0,1.75,2350,20820,1.0,0,0,4,1800,550,1978,2000
2014,2014,3.0,1.5,1210,5240,1.0,0,0,4,610,600,1983,0
2015,2015,4.0,2.5,2010,7972,2.0,0,0,4,2010,0,1989,0
2016,2016,3.0,2.5,1580,6065,2.0,0,0,3,1580,0,1985,0
2017,2017,2.0,1.0,710,7200,1.0,0,0,3,710,0,1943,2002
2018,2018,3.0,2.0,1910,5040,1.5,0,0,3,1910,0,1971,0
2019,2019,4.0,2.5,1880,7965,2.0,0,0,3,1880,0,2000,0
2020,2020,2.0,2.0,2280,641203,2.0,0,0,3,2280,0,1990,2009
2021,2021,5.0,2.75,3100,10014,1.0,0,2,4,1660,1440,1973,0
2022,2022,5.0,2.5,2350,4000,2.0,0,0,3,2350,0,1993,0
2023,2023,3.0,1.75,1850,6869,1.0,0,2,5,1100,750,1919,1934
2024,2024,3.0,2.5,2070,8337,2.0,0,0,3,2070,0,1997,0
2025,2025,4.0,2.75,2020,7070,1.0,0,0,5,1010,1010,1958,0
2026,2026,3.0,2.25,1580,12177,1.0,0,0,3,1200,380,1981,2013
2027,2027,4.0,2.5,2690,7947,2.0,0,0,3,2690,0,1993,0
2028,2028,4.0,2.5,2420,10285,1.0,0,4,3,1700,720,1958,2004
2029,2029,5.0,1.5,2540,6660,2.0,0,3,4,2340,200,1954,1979
2030,2030,2.0,1.0,1150,30184,1.0,0,0,3,1150,0,1950,2005
2031,2031,5.0,2.5,3210,12000,1.0,0,0,4,1830,1380,1968,0
2032,2032,3.0,2.5,2040,4627,2.0,0,0,3,2040,0,1992,0
2033,2033,3.0,2.25,1920,4833,1.0,0,0,4,1060,860,1921,0
2034,2034,4.0,1.75,1900,10588,1.0,0,0,5,1900,0,1958,0
2035,2035,3.0,2.5,4310,32093,1.5,0,4,5,2510,1800,1982,0
2036,2036,3.0,2.5,1070,1155,2.0,0,0,3,720,350,2005,0
2037,2037,4.0,2.5,2790,43091,2.0,0,0,4,2790,0,1989,0
2038,2038,3.0,2.5,2860,4442,2.0,0,0,3,2860,0,2000,0
2039,2039,3.0,2.0,2250,8800,1.0,0,0,4,1250,1000,1925,1968
2040,2040,2.0,2.25,3170,3000,2.0,0,2,5,1990,1180,1900,0
2041,2041,3.0,1.0,1460,7200,1.0,0,0,3,1260,200,1906,2014
2042,2042,3.0,1.0,1540,3399,1.5,0,0,3,1200,340,1926,2003
2043,2043,3.0,2.0,2910,6600,2.0,0,0,4,1920,990,1900,1988
2044,2044,3.0,1.75,1180,13927,1.0,0,0,5,1180,0,1962,0
2045,2045,3.0,1.75,1640,7437,1.0,0,0,3,1090,550,1948,1994
2046,2046,4.0,2.0,1520,19672,1.0,0,0,3,1020,500,1920,1979
2047,2047,5.0,3.0,3610,9775,2.0,0,0,3,3610,0,2003,0
2048,2048,3.0,2.25,1400,3814,2.0,0,0,3,1400,0,2012,1912
2049,2049,4.0,3.5,3200,3250,2.0,0,0,3,2670,530,2007,0
2050,2050,3.0,3.0,1384,1287,2.0,0,0,3,1144,240,2006,0
2051,2051,3.0,2.25,1410,1287,2.0,0,0,3,1290,120,2005,0
2052,2052,4.0,2.5,2050,5276,2.0,0,0,3,2050,0,2006,0
2053,2053,4.0,2.5,1750,4779,2.0,0,0,3,1750,0,2009,0
2054,2054,3.0,2.0,1510,6710,1.0,0,0,3,1070,440,1972,2002
2055,2055,3.0,2.5,1930,7214,2.0,0,0,3,1930,0,2005,0
2056,2056,4.0,2.5,2960,41656,2.0,0,0,3,2960,0,1985,0
2057,2057,5.0,2.75,2920,11880,1.0,0,0,5,1660,1260,1968,0
2058,2058,2.0,1.0,1980,5000,1.0,0,0,4,1090,890,1923,0
2059,2059,3.0,1.75,1430,8865,1.0,0,0,3,1430,0,1950,2005
2060,2060,4.0,2.75,2450,4187,2.0,0,2,3,2450,0,2010,0
2061,2061,4.0,2.75,2360,4924,2.0,0,0,3,2360,0,2008,0
2062,2062,3.0,2.5,1890,4838,2.0,0,0,3,1730,160,2002,0
2063,2063,3.0,1.75,2140,9484,1.0,0,0,3,1290,850,1953,0
2064,2064,3.0,2.0,1900,8100,1.0,0,0,4,950,950,1940,2001
2065,2065,4.0,2.5,2700,9122,2.0,0,0,3,2700,0,1990,2009
2066,2066,5.0,3.0,2430,8000,1.0,0,0,4,1370,1060,1957,2001
2067,2067,3.0,1.0,1110,12150,1.0,0,0,4,1110,0,1957,2001
2068,2068,4.0,2.75,2280,15347,1.0,0,0,5,2280,0,1960,0
2069,2069,3.0,1.75,1550,4708,1.0,0,0,4,860,690,1949,1985
2070,2070,3.0,2.0,1530,8925,1.0,0,0,3,1530,0,1977,2004
2071,2071,4.0,2.5,2440,28405,2.0,0,0,3,2440,0,2002,0
2072,2072,4.0,2.25,1760,9602,2.0,0,0,3,1760,0,1987,2000
2073,2073,4.0,2.25,3040,5000,2.0,0,3,4,2080,960,1926,1993
2074,2074,3.0,1.75,1070,8100,1.0,0,0,4,1070,0,1957,2001
2075,2075,3.0,1.75,1990,5560,1.0,0,0,4,1100,890,1939,1989
2076,2076,2.0,1.5,1090,4000,1.0,0,0,3,970,120,1951,1994
2077,2077,4.0,1.5,1890,6938,1.5,0,0,3,1890,0,1919,2001
2078,2078,3.0,1.0,1000,9150,1.0,0,0,3,1000,0,1969,2010
2079,2079,3.0,1.75,1770,8235,1.0,0,0,3,1030,740,1960,2012
2080,2080,4.0,3.0,2360,6250,1.0,0,2,3,1460,900,1960,2012
2081,2081,3.0,3.5,3380,108900,2.0,0,0,3,2700,680,1999,0
2082,2082,3.0,2.5,1700,3150,2.0,0,0,3,1700,0,2005,0
2083,2083,2.0,1.75,1600,4000,1.0,0,0,5,850,750,1918,0
2084,2084,4.0,2.5,2050,6360,2.0,0,0,3,2050,0,1988,2000
2085,2085,2.0,1.75,1210,1040,2.0,0,0,3,1210,0,2014,0
2086,2086,5.0,3.0,1940,6355,1.0,0,0,3,1200,740,2007,0
2087,2087,4.0,2.0,1810,8750,1.0,0,0,2,1110,700,1967,0
2088,2088,4.0,1.75,1690,4080,1.0,0,0,4,870,820,1984,0
2089,2089,4.0,2.0,1800,2970,1.0,0,0,4,1000,800,1923,0
2090,2090,4.0,3.5,3280,6603,2.0,0,0,3,3280,0,2007,0
2091,2091,4.0,2.5,4290,175421,2.0,0,0,3,4290,0,2004,2003
2092,2092,3.0,1.75,1150,9600,1.0,0,0,3,1150,0,1979,2014
2093,2093,2.0,1.5,880,1805,2.0,0,0,3,880,0,1999,0
2094,2094,3.0,1.5,1720,8100,2.0,0,0,3,1720,0,1907,1983
2095,2095,3.0,1.5,1510,8000,1.0,0,0,4,1510,0,1956,0
2096,2096,4.0,2.0,1240,3000,1.0,0,0,3,1040,200,1908,1988
2097,2097,4.0,2.0,1580,9581,1.0,0,0,3,1580,0,1953,0
2098,2098,4.0,2.25,2170,7737,2.0,0,0,3,2170,0,1987,2000
2099,2099,4.0,2.75,2500,4950,2.0,0,0,3,2500,0,2010,0
2100,2100,1.0,1.0,960,2640,1.0,0,0,3,760,200,1908,1988
2101,2101,4.0,2.5,3030,8507,2.0,0,0,3,3030,0,2003,0
2102,2102,3.0,1.75,1540,10800,1.0,0,0,5,770,770,1947,0
2103,2103,3.0,1.75,1890,32340,1.5,0,3,3,1890,0,1976,0
2104,2104,4.0,2.5,2810,9800,1.0,0,0,4,1710,1100,1973,0
2105,2105,4.0,4.0,3530,8400,2.0,0,0,5,2630,900,1958,0
2106,2106,3.0,1.0,1100,8536,1.0,0,0,4,1100,0,1957,2001
2107,2107,3.0,2.5,1940,9775,1.0,0,2,3,1440,500,1975,0
2108,2108,3.0,2.5,2300,9521,2.0,0,0,3,2300,0,2003,0
2109,2109,3.0,2.5,2110,3600,2.0,0,0,3,2110,0,2005,0
2110,2110,4.0,1.5,1220,10580,1.0,0,0,3,1220,0,1965,1993
2111,2111,3.0,1.75,1750,12325,1.0,0,0,4,1470,280,1968,0
2112,2112,3.0,1.5,1230,8056,1.0,0,0,4,1230,0,1949,1985
2113,2113,3.0,2.5,3100,23790,2.0,0,0,3,3100,0,2002,0
2114,2114,3.0,2.5,1830,65340,1.0,0,0,3,1520,310,1991,0
2115,2115,5.0,2.5,2640,7096,2.0,0,0,3,2640,0,2003,0
2116,2116,6.0,1.75,1840,2774,1.0,0,0,3,1060,780,1900,2005
2117,2117,4.0,2.5,3190,14565,2.0,0,0,3,3190,0,1990,2009
2118,2118,2.0,1.0,1120,2000,1.5,0,0,3,1120,0,1910,2006
2119,2119,3.0,1.5,1760,6723,1.0,0,0,3,1160,600,1958,2004
2120,2120,3.0,2.0,1590,9912,2.0,0,0,3,1590,0,2000,0
2121,2121,4.0,2.5,2120,9603,2.0,0,0,3,2120,0,1985,0
2122,2122,4.0,2.5,2240,9826,1.0,0,0,4,1370,870,1988,0
2123,2123,2.0,1.0,890,2100,1.0,0,0,4,760,130,1919,1985
2124,2124,3.0,3.25,2940,5432,3.0,0,3,4,2440,500,1978,2000
2125,2125,3.0,1.5,1220,7300,1.0,0,0,3,1220,0,1973,2013
2126,2126,3.0,2.25,2670,7500,1.0,0,0,4,1640,1030,1966,0
2127,2127,3.0,1.0,1120,2300,1.0,0,0,4,820,300,1912,1989
2128,2128,4.0,2.75,3130,139392,2.0,0,0,4,3130,0,1981,0
2129,2129,4.0,2.5,1740,7500,1.0,0,0,4,1220,520,1976,1992
2130,2130,4.0,3.5,3290,5414,2.0,0,1,3,2360,930,2006,0
2131,2131,3.0,1.0,1770,5720,1.5,0,0,4,1140,630,1926,1993
2132,2132,4.0,2.5,2960,5054,2.0,0,0,3,2960,0,2006,0
2133,2133,2.0,1.0,1200,4880,1.0,0,0,3,980,220,1943,2002
2134,2134,4.0,2.0,2400,6000,2.0,0,0,3,2400,0,1913,1945
2135,2135,4.0,3.5,2690,6164,2.0,0,0,3,2690,0,2002,0
2136,2136,6.0,2.25,3550,11780,1.0,0,0,4,2960,590,1948,0
2137,2137,2.0,1.5,1310,12196,1.5,0,0,3,1310,0,1970,2014
2138,2138,4.0,2.75,2610,4160,3.0,0,0,5,1910,700,1910,0
2139,2139,5.0,2.5,2760,8015,1.0,0,0,4,1600,1160,1960,2001
2140,2140,3.0,2.0,1410,7998,1.0,0,0,4,1410,0,1940,2001
2141,2141,4.0,1.75,1960,7950,1.0,0,0,4,1960,0,1967,0
2142,2142,3.0,2.5,1212,1174,3.0,0,0,3,1212,0,2004,2003
2143,2143,4.0,1.5,2220,9496,1.0,0,0,4,1490,730,1954,1979
2144,2144,4.0,2.5,2040,109336,1.5,0,0,4,2040,0,1973,0
2145,2145,4.0,2.75,2800,19168,2.0,0,0,3,2800,0,1992,0
2146,2146,3.0,1.5,2040,6000,1.0,0,0,3,1340,700,1957,2000
2147,2147,4.0,2.5,3070,34412,1.0,0,3,4,2070,1000,1950,1983
2148,2148,2.0,1.0,830,26329,1.0,1,3,4,830,0,1928,0
2149,2149,4.0,3.5,4140,7089,2.0,0,0,3,3160,980,2003,0
2150,2150,5.0,2.5,2340,4500,2.0,0,0,3,2340,0,2009,0
2151,2151,3.0,2.25,1420,1282,3.0,0,0,3,1420,0,2006,0
2152,2152,3.0,2.75,2670,3738,1.0,0,0,3,1720,950,2013,1923
2153,2153,3.0,2.5,1880,6008,2.0,0,0,3,1880,0,2009,0
2154,2154,4.0,3.25,3450,6184,2.0,0,0,3,3450,0,2014,0
2155,2155,3.0,2.25,1200,1400,3.0,0,0,3,1200,0,2005,0
2156,2156,4.0,3.25,3430,9870,2.0,0,0,3,3430,0,2014,0
2157,2157,3.0,2.5,1350,1186,2.0,0,0,3,1120,230,2007,0
2158,2158,5.0,2.5,2570,9962,2.0,0,0,3,2570,0,2006,0
2159,2159,4.0,3.5,2840,4637,3.0,0,0,3,2840,0,2008,0
2160,2160,4.0,2.5,2650,5600,2.0,0,0,3,2650,0,2014,0
2161,2161,3.0,2.0,1980,2674,3.0,0,0,3,1980,0,2007,0
2162,2162,3.0,1.75,1280,7524,1.5,0,0,4,1280,0,1988,0
2163,2163,4.0,2.5,2610,7091,2.0,0,0,3,2610,0,1987,2000
2164,2164,5.0,2.75,3010,12611,2.0,0,0,3,3010,0,1994,0
2165,2165,1.0,1.0,930,7129,1.0,0,0,3,930,0,1948,1994
2166,2166,3.0,1.5,1180,7000,1.0,0,0,4,1180,0,1977,0
2167,2167,5.0,1.0,1710,9100,1.5,0,0,4,1320,390,1926,1993
2168,2168,3.0,2.0,1380,7476,1.0,0,0,3,1380,0,1989,0
2169,2169,3.0,1.75,1190,7280,1.0,0,0,4,1190,0,1968,0
2170,2170,3.0,2.0,1870,5909,1.0,0,0,3,1270,600,1986,0
2171,2171,5.0,3.5,3130,4797,2.0,0,0,3,2570,560,2014,0
2172,2172,2.0,1.0,900,5100,1.0,0,0,4,900,0,1909,1989
2173,2173,3.0,1.5,1880,7400,1.0,0,0,3,1480,400,1968,1997
2174,2174,4.0,4.25,3010,4887,2.0,0,3,4,1940,1070,1951,1996
2175,2175,3.0,2.25,2280,5750,1.0,0,1,4,1150,1130,1985,0
2176,2176,3.0,2.5,2970,21907,2.0,0,0,3,2970,0,1998,2006
2177,2177,2.0,2.5,1620,3196,2.0,0,0,3,1620,0,2008,0
2178,2178,4.0,1.5,1550,3000,1.5,0,0,3,1350,200,1918,0
2179,2179,3.0,1.75,2240,78225,2.0,0,0,5,2240,0,1976,0
2180,2180,3.0,2.5,2830,6536,2.0,0,0,3,2830,0,1989,0
2181,2181,3.0,2.5,2890,21780,2.0,0,0,3,2890,0,2000,0
2182,2182,4.0,2.25,1990,5948,2.0,0,0,3,1990,0,1991,0
2183,2183,3.0,1.75,1370,8719,1.0,0,0,3,1370,0,1982,0
2184,2184,2.0,1.5,1088,1360,2.0,0,0,3,1088,0,1983,2009
2185,2185,4.0,1.75,1740,9344,1.0,0,0,3,1180,560,1978,0
2186,2186,3.0,2.0,1730,9000,1.0,0,0,3,1370,360,1978,0
2187,2187,4.0,2.5,1800,8100,2.0,0,0,3,1800,0,1998,2006
2188,2188,3.0,1.75,1440,12888,1.0,0,2,3,1090,350,1958,2004
2189,2189,4.0,1.0,1720,2800,1.5,0,0,4,1200,520,1926,1993
2190,2190,5.0,3.5,2800,7350,2.0,0,0,3,2800,0,1995,0
2191,2191,3.0,2.5,2300,6009,1.0,0,0,3,2300,0,2005,0
2192,2192,4.0,2.25,2030,11585,1.0,0,0,4,1590,440,1967,0
2193,2193,2.0,1.0,740,6180,1.0,0,0,3,740,0,1948,1994
2194,2194,5.0,6.75,9640,13068,1.0,1,4,3,4820,4820,1983,2009
2195,2195,4.0,1.0,1920,13787,1.0,0,0,4,1220,700,1966,0
2196,2196,4.0,2.5,2490,12929,2.0,0,0,3,2490,0,1983,2009
2197,2197,3.0,2.0,1380,4800,1.0,0,0,3,1380,0,1948,1994
2198,2198,3.0,2.5,1530,9406,1.0,0,0,3,1270,260,1993,0
2199,2199,3.0,3.25,2420,1923,2.0,0,2,3,1840,580,2006,0
2200,2200,4.0,2.5,2150,37647,2.0,0,0,3,2150,0,1991,0
2201,2201,4.0,2.0,1610,9600,1.0,0,0,5,1610,0,1967,0
2202,2202,4.0,3.5,2650,3060,2.0,0,0,3,2060,590,2001,0
2203,2203,4.0,2.75,2700,35362,2.0,0,0,5,2700,0,1976,0
2204,2204,3.0,1.5,1270,20700,1.0,0,0,2,1150,120,1948,0
2205,2205,4.0,2.75,3150,38865,1.0,0,0,3,2480,670,1986,0
2206,2206,3.0,2.25,2010,10760,2.0,0,0,3,2010,0,1985,0
2207,2207,3.0,1.0,860,5060,1.5,0,0,3,860,0,1927,2011
2208,2208,3.0,2.0,1410,7466,1.0,0,0,3,1410,0,1983,2009
2209,2209,3.0,1.75,1700,7532,1.0,0,0,3,1700,0,1987,2000
2210,2210,4.0,2.5,2570,6251,2.0,0,0,3,2570,0,2000,0
2211,2211,2.0,2.25,1230,932,2.0,0,0,3,1020,210,2004,2003
2212,2212,4.0,3.5,4170,9748,2.0,0,0,3,4170,0,2004,2003
2213,2213,3.0,2.5,1180,1262,3.0,0,0,3,1180,0,2010,0
2214,2214,3.0,1.5,1430,7347,1.0,0,0,3,820,610,1980,0
2215,2215,4.0,2.0,1450,8400,1.5,0,0,4,1450,0,1962,0
2216,2216,3.0,1.75,2180,7700,1.0,0,0,3,1480,700,1961,2004
2217,2217,4.0,2.5,2210,7079,2.0,0,0,3,2210,0,1993,0
2218,2218,2.0,1.5,1480,7276,1.0,0,0,4,940,540,1978,2000
2219,2219,3.0,2.0,2340,3477,1.0,0,1,5,1170,1170,1971,0
2220,2220,4.0,3.5,3860,18334,2.0,0,0,3,3120,740,1996,0
2221,2221,3.0,2.75,2300,4637,2.0,0,0,3,2300,0,2008,0
2222,2222,3.0,1.5,1450,7375,1.0,0,0,3,1010,440,1968,1997
2223,2223,2.0,2.5,1380,953,3.0,0,0,3,1380,0,2006,0
2224,2224,4.0,2.5,2470,3811,2.0,0,0,3,2470,0,1999,0
2225,2225,4.0,1.75,2030,18295,1.5,0,0,4,2030,0,1975,0
2226,2226,4.0,0.75,1440,13300,1.0,0,0,3,1440,0,1948,1994
2227,2227,3.0,1.75,1160,6134,1.0,0,0,3,1160,0,1998,2006
2228,2228,3.0,1.0,1580,3840,2.0,0,0,3,1580,0,1908,1988
2229,2229,2.0,2.75,1430,1425,2.0,0,0,3,995,435,2006,0
2230,2230,2.0,2.0,1494,19271,2.0,1,4,3,1494,0,1943,1997
2231,2231,4.0,2.25,1930,7207,1.0,0,0,4,1360,570,1988,0
2232,2232,6.0,1.75,2740,6360,1.0,0,3,3,1370,1370,1953,0
2233,2233,3.0,2.0,1880,3800,1.0,0,0,5,1030,850,1927,0
2234,2234,3.0,2.5,2590,7720,2.0,0,0,3,2590,0,1988,2000
2235,2235,3.0,2.25,2140,11266,2.0,0,0,3,2140,0,1986,0
2236,2236,4.0,2.0,1870,6000,1.5,0,0,3,1870,0,1956,2001
2237,2237,2.0,1.0,1230,3800,1.0,0,0,3,1230,0,1928,1954
2238,2238,4.0,2.5,2340,6896,2.0,0,0,3,2340,0,2001,0
2239,2239,3.0,2.25,2880,7599,1.0,0,2,3,1710,1170,1958,2002
2240,2240,3.0,1.5,880,6600,1.0,0,0,5,880,0,1945,0
2241,2241,3.0,2.5,3040,7232,2.0,0,0,3,3040,0,2003,0
2242,2242,4.0,1.0,1120,7104,1.5,0,0,3,1120,0,1946,0
2243,2243,3.0,2.0,1380,3600,3.0,0,0,3,1380,0,2013,1923
2244,2244,4.0,2.5,1660,9760,2.0,0,0,3,1660,0,1994,0
2245,2245,3.0,2.75,2500,5568,2.0,0,0,5,2500,0,1905,0
2246,2246,4.0,2.5,2940,10382,2.0,0,0,4,2940,0,1991,0
2247,2247,4.0,2.5,1670,3315,2.0,0,0,3,1670,0,2005,0
2248,2248,4.0,2.75,2630,7505,2.0,0,0,3,2630,0,1994,0
2249,2249,4.0,2.75,2250,7412,1.0,0,0,4,1480,770,1975,0
2250,2250,3.0,1.0,1320,7000,1.0,0,0,4,1320,0,1967,0
2251,2251,4.0,3.75,4100,22798,1.5,0,3,5,2540,1560,1934,1979
2252,2252,3.0,3.25,4340,4947,2.0,0,3,3,3060,1280,1993,0
2253,2253,4.0,3.0,3700,20570,1.0,0,0,4,1850,1850,1976,1992
2254,2254,5.0,2.0,2700,10875,1.0,0,0,4,1540,1160,1962,0
2255,2255,3.0,1.0,980,7200,1.0,0,0,4,980,0,1950,1983
2256,2256,4.0,2.5,2650,11520,2.0,0,0,3,2110,540,1988,2000
2257,2257,7.0,4.25,3670,4000,2.0,0,1,3,2800,870,1964,2000
2258,2258,3.0,1.75,2960,12420,1.0,0,2,4,1480,1480,1952,0
2259,2259,4.0,2.75,3070,7201,2.0,0,0,3,3070,0,2006,0
2260,2260,3.0,2.5,1413,3600,2.0,0,0,3,1413,0,2011,0
2261,2261,2.0,2.5,1260,1347,3.0,0,0,3,1260,0,2005,0
2262,2262,3.0,2.5,1680,2229,2.0,0,0,3,1680,0,2007,0
2263,2263,3.0,2.25,1230,1238,2.0,0,0,3,1080,150,2009,0
2264,2264,3.0,3.5,4360,6240,2.0,0,3,3,2960,1400,2008,0
2265,2265,4.0,4.0,4420,16526,2.0,0,0,3,4420,0,2013,1923
2266,2266,3.0,3.25,2770,6278,2.0,0,0,3,1980,790,2006,0
2267,2267,3.0,2.25,2910,10204,2.0,0,0,3,2910,0,1990,2009
2268,2268,4.0,3.25,4290,12103,1.0,0,3,3,2690,1600,1997,0
2269,2269,3.0,2.5,1600,26977,2.0,0,0,3,1600,0,2005,0
2270,2270,4.0,2.5,1820,6753,2.0,0,0,3,1820,0,1994,0
2271,2271,6.0,5.0,6050,230652,2.0,0,3,3,6050,0,2001,0
2272,2272,3.0,1.75,1700,8432,1.0,0,0,3,1230,470,1977,2004
2273,2273,2.0,1.0,790,11234,1.0,0,0,4,790,0,1942,1982
2274,2274,3.0,2.25,1720,9000,1.0,0,0,4,1320,400,1969,0
2275,2275,3.0,1.0,990,10723,1.0,0,0,5,990,0,1960,0
2276,2276,4.0,1.75,1770,9011,1.0,0,0,5,1050,720,1983,0
2277,2277,3.0,2.0,1260,8092,1.0,0,0,3,1260,0,1986,0
2278,2278,4.0,2.5,3640,10576,2.0,0,0,3,3640,0,1999,0
2279,2279,3.0,1.75,2040,6000,1.0,0,0,5,1120,920,1958,0
2280,2280,4.0,1.75,1980,10800,1.0,0,0,5,990,990,1948,1985
2281,2281,5.0,2.5,3600,17300,1.0,0,0,4,2410,1190,1968,0
2282,2282,4.0,2.5,4270,43386,1.0,0,0,3,2680,1590,1991,0
2283,2283,4.0,2.0,2030,9600,1.5,0,0,3,1430,600,1947,2012
2284,2284,3.0,3.25,1689,1388,3.0,0,0,3,1689,0,2008,0
2285,2285,5.0,2.75,2870,4461,1.0,0,0,3,1650,1220,1976,0
2286,2286,3.0,1.75,1270,4800,1.0,0,0,3,1270,0,1952,2014
2287,2287,4.0,2.5,2790,7938,2.0,0,0,3,2790,0,1997,0
2288,2288,5.0,3.25,3850,16249,2.0,0,2,3,3030,820,2002,0
2289,2289,3.0,2.5,1560,9361,1.5,0,0,4,1360,200,1936,0
2290,2290,3.0,1.75,1180,4080,1.0,0,0,4,760,420,1928,0
2291,2291,4.0,1.75,1820,8118,1.0,0,0,4,1080,740,1980,0
2292,2292,5.0,1.75,1260,4500,1.5,0,0,3,1260,0,1926,2003
2293,2293,3.0,2.5,2640,6715,2.0,0,0,3,1680,960,1991,0
2294,2294,2.0,1.0,1100,4200,1.0,0,0,3,1100,0,1954,2005
2295,2295,3.0,2.5,1950,6871,2.0,0,0,3,1950,0,1997,0
2296,2296,3.0,2.0,1380,8682,1.0,0,0,4,1380,0,1966,0
2297,2297,3.0,2.75,2200,7000,1.0,0,0,4,1280,920,1977,0
2298,2298,4.0,1.5,2050,7100,1.0,0,0,3,1050,1000,1963,2008
2299,2299,5.0,3.0,2795,15101,2.0,0,0,3,2795,0,1996,0
2300,2300,4.0,2.5,2050,34222,2.0,0,0,4,2050,0,1989,0
2301,2301,4.0,3.0,6430,27517,2.0,0,0,3,6430,0,2001,0
2302,2302,5.0,1.75,2150,7171,1.0,0,0,4,1460,690,1970,0
2303,2303,3.0,1.75,1970,8200,1.0,0,0,5,1420,550,1963,0
2304,2304,4.0,2.5,2660,12672,1.0,0,0,4,1740,920,1960,2001
2305,2305,1.0,1.0,720,4800,1.0,0,0,3,720,0,1914,1996
2306,2306,4.0,2.5,2410,4780,2.0,0,0,3,2410,0,2000,0
2307,2307,3.0,2.0,2020,5500,1.5,0,3,3,1790,230,1937,1999
2308,2308,2.0,1.0,1080,9435,1.0,0,0,3,1080,0,1958,2004
2309,2309,3.0,1.75,1180,14292,1.0,0,0,3,1180,0,1981,2013
2310,2310,2.0,1.0,660,5000,1.0,0,0,3,660,0,1915,0
2311,2311,3.0,1.75,2920,9370,1.0,0,0,4,1620,1300,1981,0
2312,2312,4.0,4.25,4850,12445,2.0,1,4,5,3850,1000,1989,0
2313,2313,3.0,1.0,1080,8580,1.5,0,0,3,1080,0,1900,2005
2314,2314,3.0,1.75,1670,6900,1.0,0,0,3,1170,500,1978,0
2315,2315,6.0,1.0,1370,5080,1.5,0,0,3,1120,250,1931,0
2316,2316,5.0,3.5,3450,28324,1.0,0,0,5,2350,1100,1972,0
2317,2317,4.0,2.0,1970,10500,1.0,0,0,3,1820,150,1961,2004
