,sale_id,street,city,statezip,country
2047,2047,24760 SE 276th Pl,Maple Valley,WA 98038,USA
2048,2048,19521 SE 271st Pl,Covington,WA 98042,USA
2049,2049,2500 22nd Ct NE,Issaquah,WA 98029,USA
2050,2050,1128 10th Ave E,Seattle,WA 98102,USA
2051,2051,2082 NW Boulder Way Dr,Issaquah,WA 98027,USA
2052,2052,5115 NE 5th Pl,Renton,WA 98059,USA
2053,2053,8019 NE 183rd St,Kenmore,WA 98028,USA
2054,2054,9325 NE 133rd St,Kirkland,WA 98034,USA
2055,2055,1901 NE 125th St,Seattle,WA 98125,USA
2056,2056,14369 155th Ave NE,Woodinville,WA 98072,USA
2057,2057,1498 Hillside Dr SE,Issaquah,WA 98027,USA
2058,2058,1908 29th Ave S,Seattle,WA 98144,USA
2059,2059,2704 NE 144th St,Seattle,WA 98125,USA
2060,2060,1750 10th Ave NE,Issaquah,WA 98029,USA
2061,2061,20012 79th Ave NE,Kenmore,WA 98028,USA
2062,2062,4295 S 137th St,Tukwila,WA 98168,USA
2063,2063,1411 112th Ave NE,Bellevue,WA 98004,USA
2064,2064,834 NE 97th St,Seattle,WA 98115,USA
2065,2065,25956 SE 37th Way,Issaquah,WA 98029,USA
2066,2066,16437 SE 8th St,Bellevue,WA 98008,USA
2067,2067,717 164th Ave SE,Bellevue,WA 98008,USA
2068,2068,9007 132nd Pl SE,Newcastle,WA 98059,USA
2069,2069,6503 39th Ave NE,Seattle,WA 98115,USA
2070,2070,10536 NE 148th Ct,Bothell,WA 98011,USA
2071,2071,15125 78th Ave NE,Kenmore,WA 98028,USA
2072,2072,13738 SE 199th Pl,Renton,WA 98058,USA
2073,2073,3907 47th Ave NE,Seattle,WA 98105,USA
2074,2074,704 26th St SE,Auburn,WA 98002,USA
2075,2075,4811-4815 38th Ave NE,Seattle,WA 98105,USA
2076,2076,2646 48th Ave SW,Seattle,WA 98116,USA
2077,2077,1529 45th Ave SW,Seattle,WA 98116,USA
2078,2078,16206 SE 134th St,Renton,WA 98059,USA
2079,2079,455 S 190th St,Burien,WA 98148,USA
2080,2080,9957 Rainier Ave S,Seattle,WA 98118,USA
2081,2081,19000 196th Ave SE,Renton,WA 98058,USA
2082,2082,2493 NE Laurel Crest Ln,Issaquah,WA 98029,USA
2083,2083,2505 E Calhoun St,Seattle,WA 98112,USA
2084,2084,24610 SE 45th Way,Issaquah,WA 98029,USA
2085,2085,2520 Mulberry Walk NE,Issaquah,WA 98029,USA
2086,2086,11720 8th Ave S,Seattle,WA 98168,USA
2087,2087,12727 SE 191st Pl,Renton,WA 98058,USA
2088,2088,3405 35th Ave S,Seattle,WA 98144,USA
2089,2089,7502 15th Ave NE,Seattle,WA 98115,USA
2090,2090,16030 SE 45th Pl,Bellevue,WA 98006,USA
2091,2091,26735 SE 271st St,Ravensdale,WA 98051,USA
2092,2092,42511 SE 175th Pl,North Bend,WA 98045,USA
2093,2093,10546 Stone Ave N,Seattle,WA 98133,USA
2094,2094,3239 NW 64th St,Seattle,WA 98107,USA
2095,2095,2559 155th Ave SE,Bellevue,WA 98007,USA
2096,2096,549 27th Ave,Seattle,WA 98122,USA
2097,2097,10221 132nd Ave NE,Kirkland,WA 98033,USA
2098,2098,23238 NE 29th Ct,Sammamish,WA 98074,USA
2099,2099,11000 243rd Ave NE,Redmond,WA 98053,USA
2100,2100,2919 E Harrison St,Seattle,WA 98112,USA
2101,2101,6909 123rd Ave NE,Kirkland,WA 98033,USA
2102,2102,3718 88th Ave SE,Mercer Island,WA 98040,USA
2103,2103,21236 Tramp Harbor Rd SW,Vashon,WA 98070,USA
2104,2104,14312 SE 45th St,Bellevue,WA 98006,USA
2105,2105,2420 30th Ave W,Seattle,WA 98199,USA
2106,2106,9615 58th Ave S,Seattle,WA 98118,USA
2107,2107,12710 89th Pl NE,Kirkland,WA 98034,USA
2108,2108,16023 271st Pl NE,Duvall,WA 98019,USA
2109,2109,6533 193rd Pl NE,Redmond,WA 98052,USA
2110,2110,1212 168th Ave NE,Bellevue,WA 98008,USA
2111,2111,16618 NE 91st St,Redmond,WA 98052,USA
2112,2112,1432 S 129th St,Burien,WA 98168,USA
2113,2113,2328 246th Ave SE,Sammamish,WA 98075,USA
2114,2114,44218 SE 161st Pl,North Bend,WA 98045,USA
2115,2115,9181 226th Pl NE,Redmond,WA 98053,USA
2116,2116,220 17th Ave,Seattle,WA 98122,USA
2117,2117,12623 198th Dr NE,Woodinville,WA 98077,USA
2118,2118,159 Fulton St,Seattle,WA 98109,USA
2119,2119,5624 Wilson Ave S,Seattle,WA 98118,USA
2120,2120,7612 SW 258th Ct,Vashon,WA 98070,USA
2121,2121,460 Indigo Pl NW,Issaquah,WA 98027,USA
2122,2122,2410 SW 323rd St,Federal Way,WA 98023,USA
2123,2123,4008 2nd Ave NW,Seattle,WA 98107,USA
2124,2124,150 Highland Dr,Seattle,WA 98109,USA
2125,2125,4342 S 299th St,Auburn,WA 98001,USA
2126,2126,15800-15898 15th Ave SW,Burien,WA 98166,USA
2127,2127,7002 22nd Ave NW,Seattle,WA 98117,USA
2128,2128,27705 114th Ave SE,Kent,WA 98030,USA
2129,2129,10342 162nd Pl NE,Redmond,WA 98052,USA
2130,2130,11672 91st Pl NE,Kirkland,WA 98034,USA
2131,2131,5232 36th Ave SW,Seattle,WA 98126,USA
2132,2132,26920 229th Pl SE,Maple Valley,WA 98038,USA
2133,2133,8421 8th Ave SW,Seattle,WA 98106,USA
2134,2134,9801-9999 NE 183rd St,Bothell,WA 98011,USA
2135,2135,1010 274th Way SE,Sammamish,WA 98075,USA
2136,2136,12722 15th Ave NE,Seattle,WA 98125,USA
2137,2137,16326 NE 43rd Ct,Redmond,WA 98052,USA
2138,2138,118 N 84th St,Seattle,WA 98103,USA
2139,2139,13327 30th Ave NE,Seattle,WA 98125,USA
2140,2140,11851 44th Pl S,Tukwila,WA 98178,USA
2141,2141,32500-32514 35th Ave SW,Federal Way,WA 98023,USA
2142,2142,11716 16th Ave NE,Seattle,WA 98125,USA
2143,2143,1431 102nd Ave NE,Bellevue,WA 98004,USA
2144,2144,20404 289th Ave SE,Maple Valley,WA 98038,USA
2145,2145,2010 227th Ave SE,Sammamish,WA 98075,USA
2146,2146,9055 37th Ave S,Seattle,WA 98118,USA
2147,2147,3257 Evergreen Point Rd,Medina,WA 98039,USA
2148,2148,7310 SW Maury Park Rd,Vashon,WA 98070,USA
2149,2149,11721 106th Ave NE,Kirkland,WA 98034,USA
2150,2150,526 Elma Pl NE,Renton,WA 98059,USA
2151,2151,3817-3821 Whitman Ave N,Seattle,WA 98103,USA
2152,2152,1009-1225 N 41st Pl,Renton,WA 98056,USA
2153,2153,29700 217th Pl SE,Kent,WA 98042,USA
2154,2154,120 214th Pl SE,Sammamish,WA 98074,USA
2155,2155,10401 Holman Rd NW,Seattle,WA 98133,USA
2156,2156,20417 126th Ave NE,Bothell,WA 98011,USA
2157,2157,6724 Alonzo Ave NW,Seattle,WA 98117,USA
2158,2158,14206 284th Pl NE,Duvall,WA 98019,USA
2159,2159,546 NE 103rd St,Seattle,WA 98125,USA
2160,2160,13516 164th Ave SE,Renton,WA 98059,USA
2161,2161,5451 Fauntleroy Way SW,Seattle,WA 98136,USA
2162,2162,11431 SE 229th St,Kent,WA 98031,USA
2163,2163,33439 11th Pl SW,Federal Way,WA 98023,USA
2164,2164,10717 179th Ct NE,Redmond,WA 98052,USA
2165,2165,2126 N 130th St,Seattle,WA 98133,USA
2166,2166,34016 33rd Ave SW,Federal Way,WA 98023,USA
2167,2167,7226 36th Ave SW,Seattle,WA 98126,USA
2168,2168,5002 S 299th Pl,Auburn,WA 98001,USA
2169,2169,11234 SE 320th Pl,Auburn,WA 98092,USA
2170,2170,11834 SE 263rd Ct,Kent,WA 98030,USA
2171,2171,15845 SE 44th Ct,Bellevue,WA 98006,USA
2172,2172,7029 16th Ave NW,Seattle,WA 98117,USA
2173,2173,5471 NE 200th Pl,Lake Forest Park,WA 98155,USA
2174,2174,8770 Sand Point Way NE,Seattle,WA 98115,USA
2175,2175,4420 48th Ave SW,Seattle,WA 98116,USA
2176,2176,14239 183rd Ave SE,Renton,WA 98059,USA
2177,2177,9225-9305 Mitten Ave SE,Snoqualmie,WA 98065,USA
2178,2178,4402 4th Ave NE,Seattle,WA 98105,USA
2179,2179,15639 115th Ave SW,Vashon,WA 98070,USA
2180,2180,12504 NE 163rd St,Woodinville,WA 98072,USA
2181,2181,3717 S 189th Pl,SeaTac,WA 98188,USA
2182,2182,4002 258th Way SE,Issaquah,WA 98029,USA
2183,2183,26303 191st Pl SE,Covington,WA 98042,USA
2184,2184,9603 NE 121st Ln,Kirkland,WA 98034,USA
2185,2185,5108 SW 316th Pl,Federal Way,WA 98023,USA
2186,2186,975-1005 Greenwood Blvd SW,Issaquah,WA 98027,USA
2187,2187,22028 SE 269th St,Maple Valley,WA 98038,USA
2188,2188,14710 57th Ave S,Tukwila,WA 98168,USA
2189,2189,6211 27th Ave NE,Seattle,WA 98115,USA
2190,2190,8430 8th Ave SW,Seattle,WA 98106,USA
2191,2191,12115 Big Leaf Way NE,Redmond,WA 98053,USA
2192,2192,15703 NE 54th Way,Redmond,WA 98052,USA
2193,2193,4813 S Findlay St,Seattle,WA 98118,USA
2194,2194,5044 Butterworth Rd,Mercer Island,WA 98040,USA
2195,2195,17104 Military Rd S,SeaTac,WA 98188,USA
2196,2196,24106 NE 6th Pl,Sammamish,WA 98074,USA
2197,2197,3415 9th Ave W,Seattle,WA 98119,USA
2198,2198,4214 NE 2nd St,Renton,WA 98059,USA
2199,2199,2010 8th Ave N,Seattle,WA 98109,USA
2200,2200,19504 SE 324th St,Kent,WA 98042,USA
2201,2201,7815 116th Ave SE,Newcastle,WA 98056,USA
2202,2202,2133 N 62nd St,Seattle,WA 98103,USA
2203,2203,18222 NE 186th St,Woodinville,WA 98077,USA
2204,2204,3029 NE 178th St,Lake Forest Park,WA 98155,USA
2205,2205,14302-14314 174th Ave NE,Redmond,WA 98052,USA
2206,2206,14150 176th Ave NE,Redmond,WA 98052,USA
2207,2207,10537 Interlake Ave N,Seattle,WA 98133,USA
2208,2208,14609 SE 195th Pl,Renton,WA 98058,USA
2209,2209,27456-27498 124th Ave SE,Kent,WA 98030,USA
2210,2210,1915 107th Ave SE,Bellevue,WA 98004,USA
2211,2211,106 24th Ave E,Seattle,WA 98112,USA
2212,2212,8264 154th Ave SE,Newcastle,WA 98059,USA
2213,2213,2050 14th Ave W,Seattle,WA 98119,USA
2214,2214,2711 SW 344th Pl,Federal Way,WA 98023,USA
2215,2215,14114 75th Ave NE,Kirkland,WA 98034,USA
2216,2216,17922 3rd Ave NW,Shoreline,WA 98177,USA
2217,2217,11824 SE 203rd St,Kent,WA 98031,USA
2218,2218,680 Shelton Ave NE,Renton,WA 98056,USA
2219,2219,5200 S Frontenac St,Seattle,WA 98118,USA
2220,2220,12237 198th Ave NE,Woodinville,WA 98077,USA
2221,2221,34623 SE Leitz St,Snoqualmie,WA 98065,USA
2222,2222,13420 121st Ave NE,Kirkland,WA 98034,USA
2223,2223,5010 Greenwood Ave N,Seattle,WA 98103,USA
2224,2224,7206 Douglas Ave SE,Snoqualmie,WA 98065,USA
2225,2225,12039 NE 145th St,Kirkland,WA 98034,USA
2226,2226,209 SW 142nd St,Burien,WA 98166,USA
2227,2227,3812 I Pl NE,Auburn,WA 98002,USA
2228,2228,112 10th Ave E,Seattle,WA 98102,USA
2229,2229,224 26th Ave E,Seattle,WA 98112,USA
2230,2230,12533 SW 148th St,Vashon,WA 98070,USA
2231,2231,25011 119th Pl SE,Kent,WA 98030,USA
2232,2232,10721 Marine View Dr SW,Seattle,WA 98146,USA
2233,2233,7535 18th Ave NE,Seattle,WA 98115,USA
2234,2234,14575 NE 57th St,Bellevue,WA 98007,USA
2235,2235,27818 NE 141st St,Duvall,WA 98019,USA
2236,2236,11750 12th Ave NE,Seattle,WA 98125,USA
2237,2237,3306 NE 70th St,Seattle,WA 98115,USA
2238,2238,463 Pasco Pl NE,Renton,WA 98059,USA
2239,2239,1806 10th Pl W,Kirkland,WA 98033,USA
2240,2240,11457 70th Pl S,Seattle,WA 98178,USA
2241,2241,29678 130th Way SE,Auburn,WA 98092,USA
2242,2242,1212 NW 105th St,Seattle,WA 98177,USA
2243,2243,600 21st Ave,Seattle,WA 98122,USA
2244,2244,11400-11616 SE 266th St,Kent,WA 98030,USA
2245,2245,723 16th Ave E,Seattle,WA 98112,USA
2246,2246,14214 SE 77th St,Newcastle,WA 98059,USA
2247,2247,2319 NE Marion Ln,Issaquah,WA 98029,USA
2248,2248,13221 NE 93rd St,Redmond,WA 98052,USA
2249,2249,15801 SE 175th Pl,Renton,WA 98058,USA
2250,2250,1812 33rd St SE,Auburn,WA 98002,USA
2251,2251,4520 E Mercer Way,Mercer Island,WA 98040,USA
2252,2252,5719 Seaview Ave NW,Seattle,WA 98107,USA
2253,2253,1206 86th Ave NE,Bellevue,WA 98004,USA
2254,2254,620 151st Pl NE,Bellevue,WA 98007,USA
2255,2255,3609 49th Ave SW,Seattle,WA 98116,USA
2256,2256,11433 NE 91st St,Kirkland,WA 98033,USA
2257,2257,2341 W Crockett St,Seattle,WA 98199,USA
2258,2258,3267 57th Ave SW,Seattle,WA 98116,USA
2259,2259,5351 NE 4th Ct,Renton,WA 98059,USA
2260,2260,20130 110th Terrace SE,Kent,WA 98031,USA
2261,2261,9553 Interlake Ave N,Seattle,WA 98103,USA
2262,2262,611 NE 165th St,Shoreline,WA 98155,USA
2263,2263,3465 21st Ave W,Seattle,WA 98199,USA
2264,2264,6812 Phinney Ave N,Seattle,WA 98103,USA
2265,2265,SE 21st Ct,Sammamish,WA 98075,USA
2266,2266,3419 Meadow Ave N,Renton,WA 98056,USA
2267,2267,18322 NE 99th Way,Redmond,WA 98052,USA
2268,2268,17892 SE 58th Pl,Bellevue,WA 98006,USA
2269,2269,32702 NE 202nd St,Duvall,WA 98019,USA
2270,2270,24223 232nd Pl SE,Maple Valley,WA 98038,USA
2271,2271,29236 SE 5th St,Fall City,WA 98024,USA
2272,2272,1027B NE 130th St,Seattle,WA 98125,USA
2273,2273,17941 Riviera Pl SW,Normandy Park,WA 98166,USA
2274,2274,3924 SW 316th St,Federal Way,WA 98023,USA
2275,2275,12654 156th Ave SE,Renton,WA 98059,USA
2276,2276,26418 199th Pl SE,Covington,WA 98042,USA
2277,2277,21611 SE 266th St,Maple Valley,WA 98038,USA
2278,2278,26966 SE 22nd Way,Sammamish,WA 98075,USA
2279,2279,3850 51st Ave SW,Seattle,WA 98116,USA
2280,2280,3712 88th Ave SE,Mercer Island,WA 98040,USA
2281,2281,427 SW 174th St,Normandy Park,WA 98166,USA
2282,2282,21502 NE 103rd St,Redmond,WA 98053,USA
2283,2283,4821 S 175th St,SeaTac,WA 98188,USA
2284,2284,1021 NE 123rd St,Seattle,WA 98125,USA
2285,2285,6316 26th Ave NW,Seattle,WA 98107,USA
2286,2286,7340 35th Ave SW,Seattle,WA 98126,USA
2287,2287,23319 NE 15th St,Sammamish,WA 98074,USA
2288,2288,12975-12983 SE 301st St,Auburn,WA 98092,USA
2289,2289,2930 S Edmunds St,Seattle,WA 98108,USA
2290,2290,7341 27th Ave NW,Seattle,WA 98117,USA
2291,2291,12632 SE 214th St,Kent,WA 98031,USA
2292,2292,830 W Armour St,Seattle,WA 98119,USA
2293,2293,17917 162nd Pl SE,Renton,WA 98058,USA
2294,2294,8005 46th Ave SW,Seattle,WA 98136,USA
2295,2295,2475 NE 182nd Ct,Shoreline,WA 98155,USA
2296,2296,19807-19813 10th Pl S,Des Moines,WA 98148,USA
2297,2297,16304 128th Pl SE,Renton,WA 98058,USA
2298,2298,29140 43rd Ave S,Auburn,WA 98001,USA
2299,2299,14308 274th Pl NE,Duvall,WA 98019,USA
2300,2300,17912 236th Pl NE,Woodinville,WA 98077,USA
2301,2301,1149-1199 91st Ave NE,Bellevue,WA 98004,USA
2302,2302,23103 125th Ave SE,Kent,WA 98031,USA
2303,2303,416 NW 181st St,Shoreline,WA 98177,USA
2304,2304,820 S 300th St,Federal Way,WA 98003,USA
2305,2305,8044-8112 Rainier Ave S,Seattle,WA 98118,USA
2306,2306,34604 Cottonwood Dr SE,Snoqualmie,WA 98065,USA
2307,2307,2340 Magnolia Blvd W,Seattle,WA 98199,USA
2308,2308,11915 SE 161st St,Renton,WA 98058,USA
2309,2309,45506 SE Tanner Rd,North Bend,WA 98045,USA
2310,2310,4100 25th Ave SW,Seattle,WA 98106,USA
2311,2311,14245 SE 60th St,Bellevue,WA 98006,USA
2312,2312,11031 Champagne Point Rd NE,Kirkland,WA 98034,USA
2313,2313,14490 57th Ave S,Tukwila,WA 98168,USA
2314,2314,33838 37th Ave SW,Federal Way,WA 98023,USA
2315,2315,8828 12th Ave SW,Seattle,WA 98106,USA
2316,2316,11010 108th Ave NE,Kirkland,WA 98033,USA
2317,2317,13666 17th Ave SW,Burien,WA 98166,USA
2318,2318,4029-4035 252nd Ave SE,Issaquah,WA 98029,USA
2319,2319,20216 12th Ave NW,Shoreline,WA 98177,USA
2320,2320,5927 35th Ave SW,Seattle,WA 98126,USA
2321,2321,4280 E Lake Sammamish Pkwy SE,Sammamish,WA 98075,USA
2322,2322,25806 136th Ave SE,Kent,WA 98042,USA
2323,2323,10025-10037 31st Ave SW,Seattle,WA 98146,USA
2324,2324,1010 Greenwood Blvd SW,Issaquah,WA 98027,USA
2325,2325,24433 14th Ave S,Des Moines,WA 98198,USA
2326,2326,13128 SE Newport Way,Bellevue,WA 98006,USA
2327,2327,6729 Shaffer Ave S,Seattle,WA 98108,USA
2328,2328,8820 NE 160th Pl,Kenmore,WA 98028,USA
2329,2329,10415 171st Ave NE,Redmond,WA 98052,USA
2330,2330,33749 29th Ct SW,Federal Way,WA 98023,USA
2331,2331,22401 NE 25th Way,Sammamish,WA 98074,USA
2332,2332,10526 NE 139th St,Kirkland,WA 98034,USA
2333,2333,3617 48th Ave SW,Seattle,WA 98116,USA
2334,2334,4513 186th Ave SE,Issaquah,WA 98027,USA
2335,2335,14200-14230 77th Ave NE,Kirkland,WA 98034,USA
2336,2336,2206 Sahalee Dr E,Sammamish,WA 98074,USA
2337,2337,5206 S 142nd St,Tukwila,WA 98168,USA
2338,2338,14821 272nd Pl NE,Duvall,WA 98019,USA
2339,2339,15871 37th Ave NE,Lake Forest Park,WA 98155,USA
2340,2340,11229 37th Ave SW,Seattle,WA 98146,USA
2341,2341,2536 1st Ave W,Seattle,WA 98119,USA
2342,2342,28001 232nd Pl SE,Maple Valley,WA 98038,USA
2343,2343,18820 129th Pl SE,Renton,WA 98058,USA
2344,2344,3110 109th Ave SE,Bellevue,WA 98004,USA
2345,2345,3040 SW Avalon Way,Seattle,WA 98126,USA
2346,2346,9115 227 Ave NE,Redmond,WA 98053,USA
2347,2347,23112 NE 127th Way,Redmond,WA 98053,USA
2348,2348,5609 11th Ave NW,Seattle,WA 98107,USA
2349,2349,976 Jericho Pl NE,Renton,WA 98059,USA
2350,2350,5011-5021 Delridge Way SW,Seattle,WA 98106,USA
2351,2351,9129 Nye Ave SE,Snoqualmie,WA 98065,USA
2352,2352,681 Ilwaco Ave NE,Renton,WA 98059,USA
2353,2353,1376 43rd St NE,Auburn,WA 98002,USA
2354,2354,9401 117th Ave NE,Kirkland,WA 98033,USA
2355,2355,6515 112th Ave NE,Kirkland,WA 98033,USA
2356,2356,303 N 55th St,Seattle,WA 98103,USA
2357,2357,4507 Linden Ave N,Seattle,WA 98103,USA
2358,2358,7810 NE 199th St,Kenmore,WA 98028,USA
2359,2359,423 N 50th St,Seattle,WA 98103,USA
2360,2360,8817 28th Ave NW,Seattle,WA 98117,USA
2361,2361,3508 S Genesee St,Seattle,WA 98118,USA
2362,2362,13805 SE Fairwood Blvd,Renton,WA 98058,USA
2363,2363,11803 SE 322nd Pl,Auburn,WA 98092,USA
2364,2364,14007 SE 159th Pl,Renton,WA 98058,USA
2365,2365,3283 Conkling Pl W,Seattle,WA 98119,USA
2366,2366,27437 237th Ave SE,Maple Valley,WA 98038,USA
2367,2367,9532 Phinney Ave N,Seattle,WA 98103,USA
2368,2368,12234 NE 65th St,Kirkland,WA 98033,USA
2369,2369,4401 SW Hill St,Seattle,WA 98116,USA
2370,2370,8517 143rd Ct NE,Redmond,WA 98052,USA
2371,2371,2422 171 Ave SE,Bellevue,WA 98008,USA
2372,2372,316 35th Ave,Seattle,WA 98122,USA
2373,2373,3241 63rd Ave SW,Seattle,WA 98116,USA
2374,2374,11605 SE 45th Pl,Bellevue,WA 98006,USA
2375,2375,14015 43rd Ave S,Tukwila,WA 98168,USA
2376,2376,15611 SE 322nd Pl,Auburn,WA 98092,USA
2377,2377,400 W Highland Dr,Seattle,WA 98119,USA
2378,2378,2515 NE 19th St,Renton,WA 98056,USA
2379,2379,1535 Griffin Ave,Enumclaw,WA 98022,USA
2380,2380,4022 NE 95th St,Seattle,WA 98115,USA
2381,2381,7732 Seward Park Ave S,Seattle,WA 98118,USA
2382,2382,12411 84th Ave NE,Kirkland,WA 98034,USA
2383,2383,7210 221st Ave NE,Redmond,WA 98053,USA
2384,2384,18107-18199 6th Ave SW,Normandy Park,WA 98166,USA
2385,2385,4709 43rd Ave S,Seattle,WA 98118,USA
2386,2386,5170 NW Sammamish Rd,Issaquah,WA 98027,USA
2387,2387,3306 NE 185th St,Lake Forest Park,WA 98155,USA
2388,2388,23047 NE 130th St,Redmond,WA 98053,USA
2389,2389,37724 26th Dr S,Federal Way,WA 98003,USA
2390,2390,18507 71st Ave NE,Kenmore,WA 98028,USA
2391,2391,12723 11th Ave NW,Seattle,WA 98177,USA
2392,2392,475 SW Forest Dr,Issaquah,WA 98027,USA
2393,2393,7749-7999 31st Ave NW,Seattle,WA 98117,USA
2394,2394,8653 Wabash Ave S,Seattle,WA 98118,USA
2395,2395,24020 SE 202nd St,Maple Valley,WA 98038,USA
2396,2396,9729 Dibble Ave NW,Seattle,WA 98117,USA
2397,2397,19229 SE 272nd St,Kent,WA 98042,USA
2398,2398,2720 Boyer Ave E,Seattle,WA 98102,USA
2399,2399,119 10th St SE,Auburn,WA 98002,USA
2400,2400,2667 11th Ave W,Seattle,WA 98119,USA
2401,2401,6105 S 124th St,Seattle,WA 98178,USA
2402,2402,13304 24th Ave S,SeaTac,WA 98168,USA
2403,2403,19615 55th Ave NE,Lake Forest Park,WA 98155,USA
2404,2404,22115 104th Pl SE,Kent,WA 98031,USA
2405,2405,18210 170th Pl SE,Renton,WA 98058,USA
2406,2406,1559 N 130th St,Seattle,WA 98133,USA
2407,2407,9319 167th Ave NE,Redmond,WA 98052,USA
2408,2408,2411 NW Blue Ridge Dr,Seattle,WA 98177,USA
2409,2409,493 S 187th Ln,Burien,WA 98148,USA
2410,2410,26525 Woodland Way S,Kent,WA 98030,USA
2411,2411,6132-6198 125th Ave SE,Bellevue,WA 98006,USA
2412,2412,37124-37118 237th Pl SE,Enumclaw,WA 98022,USA
2413,2413,378 Nile Pl NE,Renton,WA 98059,USA
2414,2414,30606 2nd Ave SW,Federal Way,WA 98023,USA
2415,2415,1524 30th Ave,Seattle,WA 98122,USA
2416,2416,1009 S 229th Pl,Des Moines,WA 98198,USA
2417,2417,9243 NE 126th Pl,Kirkland,WA 98034,USA
2418,2418,4718 11th Ave NE,Seattle,WA 98105,USA
2419,2419,13828 SE 92nd St,Newcastle,WA 98059,USA
2420,2420,17510 12th Ave NE,Shoreline,WA 98155,USA
2421,2421,27610 SE Mud Mountain Rd,Enumclaw,WA 98022,USA
2422,2422,742 N 70th St,Seattle,WA 98103,USA
2423,2423,1037 106th Ave SE,Bellevue,WA 98004,USA
2424,2424,7019 Brooklyn Ave NE,Seattle,WA 98115,USA
2425,2425,7845 SE 62nd St,Mercer Island,WA 98040,USA
2426,2426,2505 42nd Ave W,Seattle,WA 98199,USA
2427,2427,2833 Cascadia Ave S,Seattle,WA 98144,USA
2428,2428,24944 SE 43rd St,Issaquah,WA 98029,USA
2429,2429,5310 236th Ave NE,Redmond,WA 98053,USA
2430,2430,304 SW 316th St,Federal Way,WA 98023,USA
2431,2431,7043 Mary Ave NW,Seattle,WA 98117,USA
2432,2432,12200 Densmore Ave N,Seattle,WA 98133,USA
2433,2433,4802 122nd Ave SE,Bellevue,WA 98006,USA
2434,2434,9320 318th Pl NE,Carnation,WA 98014,USA
2435,2435,4201 Regal St,Carnation,WA 98014,USA
2436,2436,8903 3rd Ave NW,Seattle,WA 98117,USA
2437,2437,2714 SW 323rd St,Federal Way,WA 98023,USA
2438,2438,419 Federal Ave E,Seattle,WA 98102,USA
2439,2439,12869-12951 NE 144th Way,Kirkland,WA 98034,USA
2440,2440,29448 SE 208th St,Maple Valley,WA 98038,USA
2441,2441,11260 Marine View Dr SW,Seattle,WA 98146,USA
2442,2442,26008 SE 23rd Pl,Sammamish,WA 98075,USA
2443,2443,25916 SE 22nd Pl,Sammamish,WA 98075,USA
2444,2444,14102 81st Pl NE,Kirkland,WA 98034,USA
2445,2445,12458 Juanita Dr NE,Kirkland,WA 98034,USA
2446,2446,3215 107th Ave SE,Bellevue,WA 98004,USA
2447,2447,1002 Pike St NE,Auburn,WA 98002,USA
2448,2448,3455 Meridian Ave N,Seattle,WA 98103,USA
2449,2449,1537 NW 58th St,Seattle,WA 98107,USA
2450,2450,11619 SE 73rd Pl,Newcastle,WA 98059,USA
2451,2451,24233 NE 131st Terrace,Redmond,WA 98053,USA
2452,2452,Eastridge Drive Promenade,Redmond,WA 98053,USA
2453,2453,1326 SW 340th St,Federal Way,WA 98023,USA
2454,2454,8113 120th Pl SE,Newcastle,WA 98056,USA
2455,2455,14413 88th Ave NE,Kirkland,WA 98034,USA
2456,2456,22540 NE 92nd St,Redmond,WA 98053,USA
2457,2457,8105 SE 44th St,Mercer Island,WA 98040,USA
2458,2458,8548 18th Ave NW,Seattle,WA 98117,USA
2459,2459,13602 8th Ave S,Burien,WA 98168,USA
2460,2460,9400 SE 47th St,Mercer Island,WA 98040,USA
2461,2461,24554 SE 39th Pl,Issaquah,WA 98029,USA
2462,2462,41936 SE 168th St,North Bend,WA 98045,USA
2463,2463,122 16th Ave E,Seattle,WA 98112,USA
2464,2464,21604 NE 22nd Ct,Sammamish,WA 98074,USA
2465,2465,111 F St SE,Auburn,WA 98002,USA
2466,2466,Sunrise Loop Trail,Redmond,WA 98053,USA
2467,2467,214 7th St SE,Auburn,WA 98002,USA
2468,2468,24201-24231 SE 43rd Ct,Issaquah,WA 98029,USA
2469,2469,8012 Wallingford Ave N,Seattle,WA 98103,USA
2470,2470,3860 NE 157th Pl,Lake Forest Park,WA 98155,USA
2471,2471,7520 Jones Ave NW,Seattle,WA 98117,USA
2472,2472,7446-7498 Gatewood Rd SW,Seattle,WA 98136,USA
2473,2473,17161 SE 100th St,Renton,WA 98059,USA
2474,2474,4218 SW Sullivan St,Seattle,WA 98136,USA
2475,2475,9000 Lake Washington Blvd NE,Bellevue,WA 98004,USA
2476,2476,11317 82nd Ave S,Seattle,WA 98178,USA
2477,2477,10030 44th Ave SW,Seattle,WA 98146,USA
2478,2478,20627 NE 25th Ct,Sammamish,WA 98074,USA
2479,2479,1226 S 130th Pl,Burien,WA 98168,USA
2480,2480,24972 SE 30th St,Sammamish,WA 98075,USA
2481,2481,8007 Fremont Ave N,Seattle,WA 98103,USA
2482,2482,23825 14th Ave S,Des Moines,WA 98198,USA
2483,2483,3526 Ashworth Ave N,Seattle,WA 98103,USA
2484,2484,14815 108th Pl NE,Bothell,WA 98011,USA
2485,2485,16406 8th Ave SW,Burien,WA 98166,USA
2486,2486,723 N 43rd St,Seattle,WA 98103,USA
2487,2487,824 Chelan Pl NE,Renton,WA 98059,USA
